id,category,english,amharic,amharicTranslit,afaanOromo,oromoPronunciation,context,exampleEn,difficulty,tags,reviewStatus
ethio-0921,Useful Phrases,how much is the cold drink,ቀዝቃዛ መጠጥ ስንት ነው,qezqaza metet sint new,dhugaatii qabbanaaʼaa meeqa,dhugaatii qabbanaa meeqa,asking price or cost of cold drink; restaurant drinks,Use 'how much is the cold drink' in asking price or cost of cold drink; restaurant drinks.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0922,Useful Phrases,please give me cold drink,ቀዝቃዛ መጠጥ እባክዎ ይስጡኝ,qezqaza metet ibakwo yistugn,dhugaatii qabbanaaʼaa maaloo naaf kenni,dhugaatii qabbanaa maaloo naaf kenni,polite request for cold drink; restaurant drinks,Use 'please give me cold drink' in polite request for cold drink; restaurant drinks.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0923,Useful Phrases,I want soup,ሾርባ እፈልጋለሁ,shorba ifeligalehu,shorbaa nan barbaada,shorbaa nan barbaada,requesting soup; restaurants and home meals,Use 'I want soup' in requesting soup; restaurants and home meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0924,Useful Phrases,do you have soup,ሾርባ አለዎት,shorba alewot,shorbaa qabduu,shorbaa qabduu,asking if soup is available; restaurants and home meals,Use 'do you have soup' in asking if soup is available; restaurants and home meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0925,Useful Phrases,how much is the soup,ሾርባ ስንት ነው,shorba sint new,shorbaa meeqa,shorbaa meeqa,asking price or cost of soup; restaurants and home meals,Use 'how much is the soup' in asking price or cost of soup; restaurants and home meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0926,Useful Phrases,please give me soup,ሾርባ እባክዎ ይስጡኝ,shorba ibakwo yistugn,shorbaa maaloo naaf kenni,shorbaa maaloo naaf kenni,polite request for soup; restaurants and home meals,Use 'please give me soup' in polite request for soup; restaurants and home meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0927,Useful Phrases,I want salad,ሰላጣ እፈልጋለሁ,selata ifeligalehu,salaaxaa nan barbaada,salaaxaa nan barbaada,requesting salad; restaurant meals,Use 'I want salad' in requesting salad; restaurant meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0928,Useful Phrases,do you have salad,ሰላጣ አለዎት,selata alewot,salaaxaa qabduu,salaaxaa qabduu,asking if salad is available; restaurant meals,Use 'do you have salad' in asking if salad is available; restaurant meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0929,Useful Phrases,how much is the salad,ሰላጣ ስንት ነው,selata sint new,salaaxaa meeqa,salaaxaa meeqa,asking price or cost of salad; restaurant meals,Use 'how much is the salad' in asking price or cost of salad; restaurant meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0930,Useful Phrases,please give me salad,ሰላጣ እባክዎ ይስጡኝ,selata ibakwo yistugn,salaaxaa maaloo naaf kenni,salaaxaa maaloo naaf kenni,polite request for salad; restaurant meals,Use 'please give me salad' in polite request for salad; restaurant meals.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0931,Useful Phrases,I want banana,ሙዝ እፈልጋለሁ,muz ifeligalehu,muuzii nan barbaada,muuzii nan barbaada,requesting banana; fruit and market shopping,Use 'I want banana' in requesting banana; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0932,Useful Phrases,do you have banana,ሙዝ አለዎት,muz alewot,muuzii qabduu,muuzii qabduu,asking if banana is available; fruit and market shopping,Use 'do you have banana' in asking if banana is available; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0933,Useful Phrases,how much is the banana,ሙዝ ስንት ነው,muz sint new,muuzii meeqa,muuzii meeqa,asking price or cost of banana; fruit and market shopping,Use 'how much is the banana' in asking price or cost of banana; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0934,Useful Phrases,please give me banana,ሙዝ እባክዎ ይስጡኝ,muz ibakwo yistugn,muuzii maaloo naaf kenni,muuzii maaloo naaf kenni,polite request for banana; fruit and market shopping,Use 'please give me banana' in polite request for banana; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0935,Useful Phrases,I want orange,ብርቱካን እፈልጋለሁ,birtukan ifeligalehu,burtukaana nan barbaada,burtukaana nan barbaada,requesting orange; fruit and market shopping,Use 'I want orange' in requesting orange; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0936,Useful Phrases,do you have orange,ብርቱካን አለዎት,birtukan alewot,burtukaana qabduu,burtukaana qabduu,asking if orange is available; fruit and market shopping,Use 'do you have orange' in asking if orange is available; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0937,Useful Phrases,how much is the orange,ብርቱካን ስንት ነው,birtukan sint new,burtukaana meeqa,burtukaana meeqa,asking price or cost of orange; fruit and market shopping,Use 'how much is the orange' in asking price or cost of orange; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0938,Useful Phrases,please give me orange,ብርቱካን እባክዎ ይስጡኝ,birtukan ibakwo yistugn,burtukaana maaloo naaf kenni,burtukaana maaloo naaf kenni,polite request for orange; fruit and market shopping,Use 'please give me orange' in polite request for orange; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0939,Useful Phrases,I want mango,ማንጎ እፈልጋለሁ,mango ifeligalehu,maangoo nan barbaada,maangoo nan barbaada,requesting mango; fruit and market shopping,Use 'I want mango' in requesting mango; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0940,Useful Phrases,do you have mango,ማንጎ አለዎት,mango alewot,maangoo qabduu,maangoo qabduu,asking if mango is available; fruit and market shopping,Use 'do you have mango' in asking if mango is available; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0941,Useful Phrases,how much is the mango,ማንጎ ስንት ነው,mango sint new,maangoo meeqa,maangoo meeqa,asking price or cost of mango; fruit and market shopping,Use 'how much is the mango' in asking price or cost of mango; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0942,Useful Phrases,please give me mango,ማንጎ እባክዎ ይስጡኝ,mango ibakwo yistugn,maangoo maaloo naaf kenni,maangoo maaloo naaf kenni,polite request for mango; fruit and market shopping,Use 'please give me mango' in polite request for mango; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0943,Useful Phrases,I want apple,ፖም እፈልጋለሁ,pom ifeligalehu,appilii nan barbaada,appilii nan barbaada,requesting apple; fruit and market shopping,Use 'I want apple' in requesting apple; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0944,Useful Phrases,do you have apple,ፖም አለዎት,pom alewot,appilii qabduu,appilii qabduu,asking if apple is available; fruit and market shopping,Use 'do you have apple' in asking if apple is available; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0945,Useful Phrases,how much is the apple,ፖም ስንት ነው,pom sint new,appilii meeqa,appilii meeqa,asking price or cost of apple; fruit and market shopping,Use 'how much is the apple' in asking price or cost of apple; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0946,Useful Phrases,please give me apple,ፖም እባክዎ ይስጡኝ,pom ibakwo yistugn,appilii maaloo naaf kenni,appilii maaloo naaf kenni,polite request for apple; fruit and market shopping,Use 'please give me apple' in polite request for apple; fruit and market shopping.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0947,Useful Phrases,I want potato,ድንች እፈልጋለሁ,dinch ifeligalehu,dinnicha nan barbaada,dinnicha nan barbaada,requesting potato; market and cooking,Use 'I want potato' in requesting potato; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0948,Useful Phrases,do you have potato,ድንች አለዎት,dinch alewot,dinnicha qabduu,dinnicha qabduu,asking if potato is available; market and cooking,Use 'do you have potato' in asking if potato is available; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0949,Useful Phrases,how much is the potato,ድንች ስንት ነው,dinch sint new,dinnicha meeqa,dinnicha meeqa,asking price or cost of potato; market and cooking,Use 'how much is the potato' in asking price or cost of potato; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0950,Useful Phrases,please give me potato,ድንች እባክዎ ይስጡኝ,dinch ibakwo yistugn,dinnicha maaloo naaf kenni,dinnicha maaloo naaf kenni,polite request for potato; market and cooking,Use 'please give me potato' in polite request for potato; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0951,Useful Phrases,I want tomato,ቲማቲም እፈልጋለሁ,timatim ifeligalehu,timaatimii nan barbaada,timaatimii nan barbaada,requesting tomato; market and cooking,Use 'I want tomato' in requesting tomato; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0952,Useful Phrases,do you have tomato,ቲማቲም አለዎት,timatim alewot,timaatimii qabduu,timaatimii qabduu,asking if tomato is available; market and cooking,Use 'do you have tomato' in asking if tomato is available; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0953,Useful Phrases,how much is the tomato,ቲማቲም ስንት ነው,timatim sint new,timaatimii meeqa,timaatimii meeqa,asking price or cost of tomato; market and cooking,Use 'how much is the tomato' in asking price or cost of tomato; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0954,Useful Phrases,please give me tomato,ቲማቲም እባክዎ ይስጡኝ,timatim ibakwo yistugn,timaatimii maaloo naaf kenni,timaatimii maaloo naaf kenni,polite request for tomato; market and cooking,Use 'please give me tomato' in polite request for tomato; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0955,Useful Phrases,I want onion,ሽንኩርት እፈልጋለሁ,shinkurt ifeligalehu,qullubbii nan barbaada,qullubbii nan barbaada,requesting onion; market and cooking,Use 'I want onion' in requesting onion; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0956,Useful Phrases,do you have onion,ሽንኩርት አለዎት,shinkurt alewot,qullubbii qabduu,qullubbii qabduu,asking if onion is available; market and cooking,Use 'do you have onion' in asking if onion is available; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|shopping,batch_2_ai_generated_needs_native_speaker_review
ethio-0957,Useful Phrases,how much is the onion,ሽንኩርት ስንት ነው,shinkurt sint new,qullubbii meeqa,qullubbii meeqa,asking price or cost of onion; market and cooking,Use 'how much is the onion' in asking price or cost of onion; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0958,Useful Phrases,please give me onion,ሽንኩርት እባክዎ ይስጡኝ,shinkurt ibakwo yistugn,qullubbii maaloo naaf kenni,qullubbii maaloo naaf kenni,polite request for onion; market and cooking,Use 'please give me onion' in polite request for onion; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0959,Useful Phrases,I want garlic,ነጭ ሽንኩርት እፈልጋለሁ,nech shinkurt ifeligalehu,qullubbii adii nan barbaada,qullubbii adii nan barbaada,requesting garlic; market and cooking,Use 'I want garlic' in requesting garlic; market and cooking.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
